"REGION"|"SUBREGION"|"PROVINCIA"|"CLAVE"|"EXPAN"|"AÑO"|"TRIMESTRE"|"CV1A01"|"CV1A02"|"CV1B01_A"|"CV1B01_B"|"CV1B01_C"|"CV1B02"|"CV1B03"|"CV1B04"|"CV1B05"|"CV1B06"|"CV1B07"|"CV1B08"|"CV1B09"|"CV1B10"|"CV1B11"|"CV1B12"|"CV1C01"|"CH01_A"|"CH01_B"|"CH01_C"|"CH01_D"|"CH02_A"|"CH02_B"|"CH03"|"CH04"|"CH05"|"CH06"|"CH07"|"CH08"|"CH09"|"CH10"|"CH11"|"CH12"|"CH13_A"|"CH13_B"|"CH14"|"CH15"|"JSEXO"|"JEDAD"|"JGRUPEDAD"|"JCOMED2"|"JCOMED3"|"JCONDOCUP"|"JCATOCUP_S"|"JCATOCUP_A"|"JNIVINS"|"JSITOCUP"|"JCATOCUP"|"JCOMED"|"CANTMIEM"|"MENOR14"|"MAYOR65"|"CANTPING"|"PERMIEOC"|"TASADEP"|"CANTADEQUI"|"MIEMAGRUP"|"CANTOCUP"|"REGTEN"|"PROPAUTO"|"PROPAUTO2"|"TIPOHOG"|"GC_1"|"GC_2"|"GC_3"|"GC_4"|"GC_5"|"GC_6"|"GC_7"|"GC_8"|"GC_9"|"GASTOT"|"FP_CONTADO"|"FP_CREDITO"|"FP_TRABAJO"|"FP_TARJETAS"|"FP_OTRAS"|"FP_INDEF"|"TN_AUTOSERV"|"TN_COMEDOR"|"TN_RESTAURANT"|"TN_ESPECIE"|"TN_INTERNET"|"TN_HIPSUP"|"TN_OTROS"|"TN_INDEF"|"INGTOTH"|"INGPCH"|"MINGTOTH"|"MINGPCH"|"M_NRING"|"GASCOMP"|"GASVENT"|"DECGAPHR"|"DECGAPHT"|"QUIGAPHR"|"QUIGAPHT"|"VINPCH_R"|"DECIMPHT"|"DECIMTHT"|"DECIPPHT"|"DECIPTHT"|"DECIMPHTEXPAN"|"DECIMTHTEXPAN"|"DECIPPHTEXPAN"|"DECIPTHTEXPAN"|"QUI23PHR"|"GASTOC2C3"|"DECGAPHREXPAN"|"DECGAPHTEXPAN"|"DECGAPHP"|"DECGAPHPEXPAN"
"4"|"4B"|"22"|"16124"|241|2012|2|"2"|""|"2"|"2"|"2"|"1"|"4"|"3"|"1"|"3"|"2"|"1"|"1"|"2"|"2"|"3"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"2"|3|2|"3"|""|"3"|"4"|"1"|"4"|2|"2"|"2"|"1"|"2"|2|48|2|"1"|"1"|"2"|""|"2"|"04"|"1"|""|"2"|5|3|0|2||2,5|3,33|5|0|"2"|"1"|"1"|"4"|788,19|120|167,5|0|0|0|11,35|0|0|1087,04|1087,04|0|0|0|0|0|1087,04|0|0|0|0|0|0|0|1816,67|363,334|2050|410|0|1087,04|0|1|1|1|1|1|2|2|1|2|2|3|1|1|1|1026,67|1|1|1|1
"4"|"4B"|"22"|"476"|354|2012|3|"2"|""|"1"|"1"|"1"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"3"|""|1|25|1|"1"|"1"|"2"|""|""|"09"|"1"|""|"2"|1|0|0|1||1|1,06|1|0|"1"|"1"|"1"|"1"|485,9|0|550|0|0|129|0|0|0|1164,9|1164,9|0|0|0|0|0|764,9|0|0|0|0|0|0|400|2000|2000|2000|2000|0|1164,9|0|6|5|3|3|11|7|2|6|2|7|3|6|2|3|1035,9|6|4|7|7
"4"|"4B"|"22"|"9328"|410|2012|3|"2"|""|"1"|"1"|"1"|"4"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"3"|""|2|37|2|"2"|"2"|"1"|""|""|"05"|"2"|"1"|"1"|3|0|0|1|3|3|2,46|3|1|"1"|"1"|"1"|"3"|810,55|100|550|68,8|0|107,5|0|0|0|1636,85|1636,85|0|0|0|0|0|1129,35|0|0|0|0|0|107,5|400|3500|1166,66667|3500|1166,66667|0|1636,85|0|2|2|1|1|4|4|4|4|4|4|4|3|3|2|1529,35|3|2|3|4
"4"|"4B"|"22"|"12741"|662|2012|3|"2"|""|"1"|"1"|"1"|"4"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"3"|""|2|78|4|"2"|"2"|"2"|""|""|"04"|"1"|""|"1"|2|0|1|2||1|1,38|2|0|"1"|"1"|"1"|"4"|890,1|0|516,5|0|0|107,5|170|0|0|1684,1|1684,1|0|0|0|0|0|1176,6|0|0|0|0|0|107,5|400|2800|1400|2800|1400|0|1684,1|0|4|3|2|2|8|5|3|5|3|5|3|4|2|3|1555,1|5|3|5|6
"4"|"4B"|"22"|"12749"|616|2012|3|"2"|""|"1"|"1"|"1"|"4"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"3"|""|1|40|2|"2"|"2"|"1"|""|""|"06"|"2"|"1"|"1"|4|2|0|1|4|4|3,3|4|1|"1"|"1"|"1"|"3"|946|0|541,5|86|0|301|0|0|0|1874,5|1874,5|0|0|0|0|0|1173,5|0|0|0|0|0|301|400|2300|575|2300|575|0|1874,5|0|2|2|1|1|3|2|3|2|2|2|3|1|2|1|1573,5|2|1|2|3
"4"|"4B"|"22"|"13734"|255|2012|1|"1"|"2"|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"3"|""|1|21|1|"2"|"2"|"1"|""|""|"06"|"2"|"1"|"1"|2|0|0|1|2|2|1,8|2|1|"1"|"1"|"1"|"2"|714,23|250|818|59|0|325,2|0|0|0|2166,43|2166,43|0|0|0|0|0|1366,43|0|0|0|0|0|0|800|3200|1600|3200|1600|0|2166,43|0|5|5|3|3|10|6|4|5|3|5|4|4|3|3|1891,23|6|4|7|7
"4"|"4B"|"22"|"8230"|252|2012|1|"2"|""|"2"|"1"|"1"|"1"|"4"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|4|2|"1"|"1"|"1"|"4"|"1"|"2"|1|"1"|"1"|"1"|"2"|2|68|4|"2"|"2"|"2"|""|""|"06"|"1"|""|"1"|2|0|1|2|2|1|1,38|2|1|"2"|"1"|"1"|"3"|567,6|120|1048,33|80,28|0|307,5|535|0|20|2678,71|2678,71|0|0|0|0|0|1973,64|0|0|0|0|55,9|649,17|0|5323,33|2661,665|5140|2570|0|2678,71|0|7|6|4|3|13|8|6|8|6|8|6|7|6|4|2571,21|7|5|8|8
"4"|"4B"|"22"|"3802"|255|2012|1|"1"|"1"|"1"|"1"|"1"|"1"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"1"|"2"|"3"|"3"|"3"|"3"|"3"|"1"|3|1|"1"|"1"|"1"|"4"|"1"|"4"|1|"1"|"1"|"1"|"2"|1|47|2|"1"|"1"|"1"|""|""|"05"|"3"|"2"|"2"|1|0|0|1|1|1|1|1|1|"2"|"2"|"2"|"1"|283,8|0|125|0|0|725|0|0|0|1133,8|1133,8|0|0|0|0|0|1133,8|0|0|0|0|0|0|0|1200|1200|1200|1200|0|1133,8|0|6|5|3|3|11|4|1|4|1|4|2|3|1|2|703,8|6|4|7|7
"4"|"4B"|"22"|"19347"|417|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|1|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"3"|""|2|55|3|"2"|"2"|"1"|""|""|"10"|"2"|"1"|"1"|1|0|0|1|1|1|0,74|1|1|"1"|"1"|"1"|"1"|86|0|810|0|0|166,2|0|0|64,5|1126,7|1126,7|0|0|0|0|0|326,7|0|0|0|0|0|0|800|3950|3950|3700|3700|0|1126,7|0|6|5|3|3|11|9|5|9|4|9|5|9|4|3|980,5|6|4|7|7
"4"|"4B"|"22"|"16275"|810|2012|1|"2"|""|"1"|"1"|"1"|"1"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|3|1|"1"|"1"|"1"|"4"|"1"|"4"|1|"2"|"1"|"1"|"2"|1|84|4|"2"|"2"|"2"|""|""|"03"|"1"|""|"1"|1|0|1|1||1|0,82|1|0|"2"|"2"|"2"|"1"|720,25|0|147|40|139|210|0|0|215|1471,25|1471,25|0|0|0|0|0|1332,25|0|0|0|0|0|0|139|3200|3200|3000|3000|0|1471,25|0|7|6|4|3|13|8|4|8|3|8|4|8|3|4|1299,25|7|5|8|9
"4"|"4B"|"22"|"16354"|468|2012|1|"2"|""|"1"|"1"|"1"|"4"|"4"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|3|2|"1"|"1"|"1"|"4"|"1"|"3"|2|"1"|"2"|"3"|""|1|20|1|"2"|"2"|"1"|""|""|"06"|"2"|"1"|"1"|3|0|0|3|1,5|1|2,86|3|2|"1"|"1"|"1"|"4"|497,52|220|1043|148,41|20|935,1|29|21,5|159,08|3073,61|3073,61|0|0|0|0|0|1295,68|21,5|301|0|0|58,33|417,1|980|3000|1000|2700|900|0|3073,61|0|5|4|3|2|10|3|3|3|3|3|3|3|3|2|2042,68|6|4|6|7
"4"|"4B"|"22"|"19674"|329|2012|1|"2"|""|"1"|"1"|"1"|"5"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"3"|""|1|39|2|"1"|"1"|"1"|""|""|"05"|"3"|"2"|"2"|1|0|0|1|1|1|1|1|1|"1"|"1"|"1"|"1"|533,2|580|670|120|0|395|190|0|174,8|2663|2663|0|0|0|0|0|1586,6|0|0|0|0|421,4|50|605|4900|4900|4900|4900|0|2663|0|9|9|5|5|18|10|6|10|6|10|6|9|5|5|2288,9|9|8|10|10
"4"|"4B"|"22"|"10139"|376|2012|1|"2"|""|"1"|"1"|"1"|"5"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"3"|""|1|26|1|"1"|"1"|"2"|""|""|"10"|"1"|""|"2"|2|0|0|2||1|1,8|2|0|"1"|"1"|"1"|"4"|141,86|100|758|36,34|0|36,5|0|115|20|1207,7|1207,7|0|0|0|0|0|404,75|0|0|0|0|81,45|21,5|700|1000|500|1000|500|0|1207,7|0|3|2|2|1|5|2|1|1|1|2|2|1|1|2|1186,2|3|2|4|4
"4"|"4B"|"22"|"6891"|274|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"2"|2|1|"1"|"1"|"1"|"4"|"1"|"3"|2|"1"|"2"|"3"|""|1|42|2|"2"|"2"|"1"|""|""|"06"|"2"|"1"|"1"|1|0|0|1|1|1|1|1|1|"1"|"1"|"1"|"1"|620,92|80|1712,5|50|0|256,7|0|0|70,95|2791,07|2791,07|0|0|0|0|0|1026,57|0|0|0|0|0|64,5|1700|3866,67|3866,67|3600|3600|0|2791,07|0|9|9|5|5|18|9|4|9|4|9|5|9|4|5|2552,42|9|8|10|10
"4"|"4B"|"22"|"6377"|372|2012|2|"2"|""|"1"|"1"|"1"|"4"|"4"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"2"|2|1|"1"|"1"|"1"|"4"|"1"|"3"|2|"1"|"2"|"3"|""|1|30|1|"1"|"1"|"1"|""|""|"07"|"2"|"1"|"2"|2|0|0|2|2|1|1,74|2|1|"1"|"1"|"1"|"2"|1772,46|660|1710|164|0|519,27|0|0|50|4875,73|4284,06|591,67|0|0|0|0|2895,37|0|0|0|0|280,36|0|1700|4950|2475|4950|2475|0|4875,73|0|9|8|5|4|17|8|6|7|6|7|6|7|5|5|4712,33|9|8|10|10
"4"|"4B"|"22"|"15379"|282|2012|2|"2"|""|"2"|"2"|"2"|"1"|"4"|"3"|"1"|"2"|"3"|"1"|"1"|"3"|"4"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"2"|3|2|"1"|"1"|"2"|"4"|"1"|"4"|2|"1"|"2"|"1"|"2"|2|25|1|"1"|"1"|"2"|""|""|"04"|"1"|""|"2"|4|2|0|2|4|2|3,25|4|1|"2"|"1"|"1"|"3"|853,98|0|50,5|0|0|48|0|0|0|952,48|952,48|0|0|0|0|0|952,48|0|0|0|0|0|0|0|2265|566,25|2640|660|0|952,48|0|1|1|1|1|1|2|3|2|2|2|3|1|2|1|952,48|1|1|1|1
"4"|"4B"|"22"|"19121"|258|2012|2|"2"|""|"2"|"2"|"2"|"1"|"4"|"3"|"1"|"2"|"3"|"1"|"1"|"2"|"2"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"2"|3|2|"1"|"1"|"2"|"4"|"1"|"4"|1|"1"|"2"|"1"|"2"|2|36|2|"1"|"1"|"1"|""|""|"04"|"2"|"1"|"2"|4|1|0|2|2|2|3,72|4|2|"2"|"1"|"1"|"3"|1567,78|470|92|84,71|0|96,4|125|0|133,73|2569,62|2099,62|470|0|0|0|0|2569,62|0|0|0|0|0|0|0|3840|960|3840|960|0|2569,62|0|3|2|2|1|5|3|5|3|4|3|5|3|4|2|2247,12|3|2|4|4
"4"|"4B"|"22"|"8030"|127|2012|3|"2"|""|"2"|"1"|"2"|"1"|"2"|"1"|"1"|"2"|"1"|"1"|"1"|"3"|"4"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"4"|"1"|"4"|2|"2"|"2"|"1"|"2"|2|27|1|"1"|"1"|"1"|""|""|"04"|"2"|"1"|"2"|3|2|0|1|3|3|1,96|3|1|"2"|"1"|"1"|"3"|1023,4|280|190|176,3|0|0|95|6,45|154,8|1925,95|1925,95|0|0|0|0|0|1925,95|0|0|0|0|0|0|0|300|100|300|100|0|1925,95|0|3|2|2|1|5|1|1|1|1|1|1|1|1|2|1885,1|3|2|4|4
"4"|"4B"|"22"|"18328"|83|2012|2|"2"|""|"2"|"1"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|1|"1"|"1"|"1"|"2"|1|47|2|"2"|"2"|"1"|""|""|"08"|"2"|"1"|"1"|2|0|0|1|2|2|1,74|2|1|"2"|"1"|"1"|"2"|122,55|0|135|0|0|377,5|0|43|0|678,05|678,05|0|0|0|0|0|604,95|0|0|0|0|0|73,1|0|2600|1300|2600|1300|1|678,05|0|1|1|1|1|2|5|3|4|3|4|3|4|2|1|441,55|1|1|1|2
"4"|"4B"|"22"|"12473"|68|2012|2|"2"|""|"2"|"1"|"2"|"1"|"2"|"2"|"1"|"2"|"1"|"1"|"1"|"1"|"2"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"1"|"2"|1|46|2|"1"|"1"|"1"|""|""|"04"|"2"|"1"|"2"|4|0|0|3|1,33333|1,3333333333|3,86|4|3|"2"|"1"|"1"|"3"|434,3|0|150|0|0|159|64,5|34,4|38,7|880,9|880,9|0|0|0|0|0|807,8|0|0|0|0|0|73,1|0|3700|925|3700|925|0|880,9|0|1|1|1|1|1|3|5|3|4|3|5|2|4|1|614,3|1|1|1|1
"4"|"4B"|"22"|"1866"|100|2012|2|"2"|""|"2"|"1"|"2"|"1"|"2"|"2"|"1"|"2"|"1"|"1"|"1"|"1"|"2"|"9"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|1|"1"|"2"|"2"|"2"|2|42|2|"2"|"2"|"1"|""|""|"06"|"2"|"1"|"1"|3|1|0|1|3|3|2,53|3|1|"2"|"1"|"1"|"3"|808,4|840|267|0|0|435|0|0|43|2393,4|2393,4|0|0|0|0|0|1540,5|12,9|0|0|0|0|840|0|3199,53|1066,51|3097,16|1032,38667|0|2393,4|0|4|3|2|2|7|4|4|3|3|4|4|3|3|2|2122,5|4|3|5|5
"4"|"4B"|"22"|"17344"|76|2012|2|"2"|""|"2"|"1"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|1|"1"|"2"|"1"|"2"|1|42|2|"2"|"2"|"1"|""|""|"04"|"2"|"1"|"1"|2|0|0|2|1|1|1,74|2|2|"2"|"1"|"1"|"2"|206,4|0|180|0|0|920|0|21,5|0|1327,9|1327,9|0|0|0|0|0|1327,9|0|0|0|0|0|0|0|3582|1791|3582|1791|1|1327,9|0|3|3|2|2|6|6|4|6|4|6|5|5|4|1|446,4|4|2|4|5
"4"|"4B"|"22"|"12137"|94|2012|3|"2"|""|"2"|"1"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|1|"1"|"2"|"1"|"2"|1|36|2|"2"|"2"|"1"|""|""|"08"|"2"|"1"|"1"|3|1|0|2|1,5|1,5|2,46|3|2|"2"|"1"|"1"|"3"|2442,4|0|230|391,3|0|773,8|95|912,5|421,4|5266,4|2183,3|3083,1|0|0|0|0|3639,9|0|129|0|318|0|1019,5|160|6173,15|2057,71667|6173,15|2057,71667|0|5266,4|0|8|7|4|4|15|7|7|7|7|7|7|6|6|3|3215,3|8|6|9|9
"4"|"4B"|"22"|"1648"|150|2012|3|"2"|""|"2"|"1"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|2|"1"|"2"|"5"|""|1|46|2|"2"|"2"|"1"|""|""|"08"|"2"|"1"|"1"|6|2|0|1|6|6|4,45|5|1|"2"|"1"|"1"|"4"|769,7|0|170|0|0|868,67|95|108,36|0|2011,73|1345,06|666,67|0|0|0|0|1925,73|0|0|0|0|0|86|0|3400|566,66667|3400|566,66667|1|2011,73|0|1|1|1|1|2|2|4|2|4|2|4|1|3|1|1718,47|1|1|1|2
"4"|"4B"|"22"|"15525"|103|2012|3|"2"|""|"2"|"1"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|1|"1"|"2"|"1"|"2"|1|35|2|"2"|"2"|"1"|""|""|"10"|"2"|"1"|"1"|4|2|0|2|2|2|3,09|4|2|"2"|"1"|"1"|"3"|930,95|1000|329,5|575,25|0|1351|113,92|799,61|0|5100,23|4600,23|0|0|0|0|0|4022,81|18,92|0|0|0|0|243,5|815|6700|1675|6700|1675|1|5100,23|0|6|5|3|3|12|6|7|5|7|6|7|5|7|3|3564,7|7|5|7|8
"4"|"4B"|"22"|"6662"|86|2012|3|"2"|""|"2"|"1"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|1|"1"|"2"|"1"|"2"|2|39|2|"2"|"2"|"1"|""|""|"08"|"2"|"1"|"1"|3|1|0|2|1,5|1,5|2,47|3|2|"2"|"1"|"1"|"3"|1113,7|0|147,79|0|0|1338|103,2|360|460,1|3522,79|2735,89|786,9|0|0|0|0|2122,19|0|0|0|516|524,6|0|360|5969,89|1989,96333|5969,89|1989,96333|1|3522,79|0|6|5|3|3|11|7|7|6|7|6|7|6|6|2|1957,59|6|4|7|7
"4"|"4B"|"22"|"18831"|124|2012|3|"2"|""|"2"|"2"|"2"|"1"|"2"|"2"|"1"|"2"|"1"|"1"|"1"|"2"|"2"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"2"|2|2|"3"|""|"1"|"4"|"1"|"4"|2|"1"|"2"|"1"|"2"|2|42|2|"1"|"1"|"2"|""|""|"03"|"1"|""|"2"|7|2|0|1||7|5,39|5|0|"2"|"1"|"1"|"3"|1221,21|400|186,5|0|0|189|100|163,4|43|2303,11|1903,11|400|0|0|0|0|1843,11|0|0|0|60|0|400|0|800|114,28571|800|114,28571|0|2303,11|0|1|1|1|1|2|1|1|1|1|1|2|1|1|1|1918,25|1|1|1|2
"4"|"4B"|"22"|"4140"|114|2012|3|"2"|""|"2"|"2"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"4"|1|"1"|"2"|"1"|"2"|1|71|4|"2"|"2"|"2"|""|""|"04"|"1"|""|"1"|2|0|2|1||2|1,46|2|0|"2"|"2"|"2"|"2"|913,75|0|172,5|0|0|781|100|0|0|1967,25|1494,25|473|0|0|0|0|1967,25|0|0|0|0|0|0|0|3000|1500|3000|1500|0|1967,25|0|5|4|3|2|9|5|4|5|3|5|4|4|3|2|1412,55|6|4|6|7
"4"|"4B"|"22"|"7622"|459|2012|2|"2"|""|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|1|1|"1"|"1"|"1"|"4"|"1"|"2"|1|"1"|"2"|"1"|"2"|1|32|1|"2"|"2"|"1"|""|""|"06"|"2"|"1"|"1"|3|1|0|2|1,5|1,5|2,24|3|2|"2"|"2"|"2"|"3"|1053,5|0|200|137,6|0|967,5|117|0|0|2475,6|2475,6|0|0|0|0|0|2368,1|0|0|0|0|0|107,5|0|8116,66|2705,55333|7500|2500|1|2475,6|0|4|3|2|2|8|8|8|8|8|7|8|7|8|2|1508,1|5|3|5|6
"4"|"4B"|"22"|"20234"|262|2012|2|"2"|""|"1"|"1"|"1"|"1"|"2"|"2"|"1"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"2"|"4"|"1"|"2"|1|"2"|"1"|"1"|"2"|1|49|2|"2"|"2"|"2"|""|""|"04"|"1"|""|"1"|4|1|0|2||2|3,32|4|0|"2"|"1"|"1"|"3"|608,45|0|135|0|0|109|0|0|0|852,45|852,45|0|0|0|0|0|852,45|0|0|0|0|0|0|0|2340|585|2340|585|0|852,45|0|1|1|1|1|1|2|3|2|2|2|3|1|2|1|852,45|1|1|1|1
"4"|"4B"|"22"|"1344"|391|2012|2|"2"|""|"1"|"1"|"1"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"2"|1|"1"|"2"|"5"|""|2|36|2|"2"|"2"|"1"|""|""|"05"|"2"|"1"|"1"|3|1|0|2|3|1,5|2,16|3|1|"2"|"1"|"1"|"3"|1130,9|130|232|25,8|0|237,5|171|0|0|1927,2|1927,2|0|0|0|0|0|1819,7|0|0|0|0|0|107,5|0|1600|533,33333|1600|533,33333|0|1927,2|0|3|2|2|1|5|2|2|1|1|2|2|1|1|2|1819,7|3|2|4|4
"4"|"4B"|"22"|"4504"|827|2012|2|"2"|""|"1"|"1"|"1"|"1"|"2"|"4"|"1"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"3"|"3"|"3"|"3"|"3"|"3"|"1"|4|3|"1"|"1"|"1"|"4"|"1"|"2"|1|"1"|"2"|"1"|"2"|2|37|2|"2"|"2"|"1"|""|""|"10"|"2"|"1"|"1"|7|2|1|3|3,5|2,3333333333|5,98|5|2|"2"|"2"|"2"|"4"|1221,2|0|285|0|0|1768|170|0|0|3444,2|3444,2|0|0|0|0|0|3444,2|0|0|0|0|0|0|0|5600|800|5600|800|0|3444,2|0|2|2|1|1|4|3|7|2|6|3|7|2|6|1|2326,2|2|1|3|3
"4"|"4B"|"22"|"8615"|275|2013|4|"2"|""|"1"|"2"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"3"|"2"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"2"|1|"1"|"2"|"2"|"2"|1|53|3|"2"|"2"|"1"|""|""|"05"|"2"|"1"|"1"|2|0|0|1|2|2|1,74|2|1|"2"|"1"|"1"|"2"|834,2|815|247,5|0|0|477,75|173|0|0|2547,45|2547,45|0|0|0|0|0|2519,5|0|0|0|0|0|27,95|0|4000|2000|4000|2000|1|2547,45|0|6|5|3|3|12|7|5|6|4|7|5|6|4|3|2149,7|7|5|7|8
"4"|"4B"|"22"|"13997"|564|2013|4|"2"|""|"1"|"2"|"2"|"1"|"2"|"3"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"3"|"2"|"3"|"3"|"3"|"3"|"1"|3|3|"1"|"1"|"1"|"4"|"1"|"2"|1|"2"|"2"|"2"|"2"|1|38|2|"2"|"2"|"1"|""|""|"05"|"2"|"1"|"1"|4|2|0|1|4|4|3,19|4|1|"2"|"1"|"1"|"3"|1145,95|885|241,5|0|0|258|173|0|0|2703,45|2703,45|0|0|0|0|0|2703,45|0|0|0|0|0|0|0|4000|1000|4000|1000|1|2703,45|0|3|3|2|2|6|4|5|3|4|4|5|3|4|2|2445,45|4|2|4|5
"4"|"4B"|"22"|"12997"|383|2013|4|"2"|""|"1"|"2"|"2"|"1"|"2"|"2"|"1"|"1"|"1"|"1"|"1"|"1"|"2"|"1"|"1"|"3"|"2"|"3"|"3"|"3"|"3"|"1"|2|2|"1"|"1"|"1"|"4"|"1"|"2"|2|"2"|"2"|"2"|"2"|1|64|3|"2"|"2"|"2"|""|""|"05"|"1"|""|"1"|2|0|0|2||1|1,46|2|0|"2"|"1"|"1"|"2"|993,3|0|236,5|125|0|0|1339,67|0|70|2764,47|2697,8|66,67|0|0|0|0|2764,47|0|0|0|0|0|0|0|5600|2800|5600|2800|0|2764,47|0|7|6|4|3|13|8|7|8|6|8|7|7|6|4|2764,47|7|5|8|8
